time,stamp,x,y,z
1.62004607825396E+018,1.62004607815207E+018,-1.32034468651,0.247013777494,0.664304852486
1.62004607835779E+018,1.62004607825422E+018,-1.32034409046,0.24701410532,0.664305090904
1.62004607840824E+018,1.62004607835626E+018,-1.32034432888,0.247014060616,0.6643050313
1.62004607851038E+018,1.62004607840841E+018,-1.32034468651,0.247013896704,0.664304971695
1.62004607861372E+018,1.62004607851057E+018,-1.32034409046,0.247014403343,0.664304971695
1.62004607866388E+018,1.62004607861275E+018,-1.32034409046,0.247014120221,0.664305090904
1.62004607876575E+018,1.62004607866417E+018,-1.32034420967,0.247014030814,0.6643050313
1.62004607886769E+018,1.62004607876587E+018,-1.32034409046,0.247014388442,0.664305150509
1.62004607891941E+018,1.6200460788681E+018,-1.32034397125,0.247014343739,0.664305329323
1.6200460790214E+018,1.62004607891962E+018,-1.32034373283,0.247014269233,0.664305329323
1.62004607912341E+018,1.62004607902171E+018,-1.3203445673,0.247014313936,0.664304971695
1.62004607917643E+018,1.62004607912381E+018,-1.32034432888,0.247014448047,0.664304971695
1.62004607932866E+018,1.62004607917667E+018,-1.32034420967,0.247014418244,0.66430491209
1.6200460793803E+018,1.62004607932911E+018,-1.32034397125,0.247014522552,0.664305090904
1.62004607948266E+018,1.62004607938048E+018,-1.32034397125,0.247014611959,0.664305090904
1.62004607958364E+018,1.62004607948218E+018,-1.32034432888,0.247014462948,0.664304792881
1.62004607963837E+018,1.62004607958376E+018,-1.32034432888,0.247014313936,0.664304852486
1.62004607974091E+018,1.62004607963909E+018,-1.32034385204,0.247014030814,0.664305329323
1.6200460798427E+018,1.62004607974066E+018,-1.32034409046,0.247014373541,0.664305150509
1.62004607989513E+018,1.62004607984293E+018,-1.32034409046,0.247014209628,0.664305210114
1.62004607999713E+018,1.62004607989542E+018,-1.32034385204,0.247013881803,0.664305269718
1.62004608009882E+018,1.62004607999746E+018,-1.32034397125,0.247014343739,0.664305150509
1.62004608015074E+018,1.62004608009902E+018,-1.32034420967,0.247014418244,0.664305090904
1.62004608025329E+018,1.62004608015124E+018,-1.32034468651,0.24701449275,0.664304792881
1.62004608035488E+018,1.6200460802537E+018,-1.32034468651,0.247013553977,0.66430491209
1.62004608045696E+018,1.62004608035511E+018,-1.32034432888,0.247015401721,0.664304494858
1.62004608055982E+018,1.62004608045733E+018,-1.32034480572,0.247014790773,0.66430413723
1.62004608066132E+018,1.62004608055947E+018,-1.32034683228,0.247014120221,0.664302885532
1.62004608076388E+018,1.62004608066167E+018,-1.32034182549,0.246998861432,0.664302945137
1.62004608086641E+018,1.62004608076395E+018,-1.32031750679,0.246955886483,0.6643050313
1.6200460809681E+018,1.62004608086605E+018,-1.32029366493,0.246852040291,0.664304435253
1.62004608107117E+018,1.62004608096857E+018,-1.32030558586,0.246510952711,0.664296805859
1.62004608117251E+018,1.62004608107084E+018,-1.32030928135,0.246126160026,0.664291024208
1.62004608127469E+018,1.62004608117306E+018,-1.32029831409,0.245734736323,0.664284229279
1.62004608137729E+018,1.6200460812754E+018,-1.32028150558,0.24525976181,0.664278328419
1.62004608147959E+018,1.62004608137763E+018,-1.32026898861,0.244758799672,0.664265394211
1.62004608158134E+018,1.62004608147953E+018,-1.32023644447,0.244269832969,0.664252758026
1.62004608168358E+018,1.62004608158164E+018,-1.32021331787,0.243794381618,0.664239227772
1.62004608178504E+018,1.62004608168382E+018,-1.32019901276,0.243399083614,0.664224088192
1.62004608188646E+018,1.62004608178516E+018,-1.32019305229,0.243194848299,0.664208710194
1.62004608198782E+018,1.62004608188663E+018,-1.32019114494,0.243185028434,0.664200663567
1.62004608208987E+018,1.62004608198796E+018,-1.32019758224,0.243186712265,0.664194762707
1.62004608219182E+018,1.62004608209007E+018,-1.32020151615,0.243187978864,0.664190948009
1.62004608229453E+018,1.62004608219223E+018,-1.32020425797,0.243189439178,0.664188086987
1.62004608239603E+018,1.62004608229423E+018,-1.32020688057,0.243190214038,0.664185583591
1.62004608254739E+018,1.62004608239632E+018,-1.32020914555,0.243191346526,0.66418325901
1.62004608264972E+018,1.62004608254763E+018,-1.32021188736,0.243192344904,0.664180636406
1.62004608275197E+018,1.62004608265001E+018,-1.32021379471,0.243193000555,0.664179265499
1.6200460828537E+018,1.62004608275245E+018,-1.3202149868,0.243193477392,0.664178431034
1.6200460829554E+018,1.62004608285383E+018,-1.32021522522,0.243193924427,0.664177775383
1.62004608305757E+018,1.62004608295584E+018,-1.32021582127,0.243194654584,0.664177179337
1.62004608315989E+018,1.62004608305796E+018,-1.32021653652,0.243195056915,0.664176642895
1.62004608326116E+018,1.62004608316005E+018,-1.32021665573,0.243195429444,0.664176464081
1.62004608336281E+018,1.62004608326143E+018,-1.32021713257,0.243195936084,0.664175927639
1.62004608346522E+018,1.62004608336314E+018,-1.32021701336,0.243196383119,0.664175927639
1.6200460835676E+018,1.62004608346562E+018,-1.32021725178,0.243195801973,0.664175927639
1.62004608366857E+018,1.62004608356725E+018,-1.32021713257,0.243196800351,0.664175927639
1.62004608377012E+018,1.62004608366864E+018,-1.32021701336,0.243197143078,0.664175748825
1.62004608387245E+018,1.6200460837703E+018,-1.32021737099,0.24319703877,0.664175748825
1.62004608392448E+018,1.62004608387324E+018,-1.32021689415,0.243198037148,0.664175987244
1.6200460840263E+018,1.62004608392465E+018,-1.32021713257,0.243198931217,0.664175868034
1.62004608412879E+018,1.6200460840268E+018,-1.32021689415,0.24319781363,0.664175868034
1.6200460842306E+018,1.62004608412901E+018,-1.32021665573,0.243198692799,0.664175927639
1.62004608433259E+018,1.6200460842309E+018,-1.32021653652,0.243199601769,0.664175927639
1.62004608443469E+018,1.62004608433276E+018,-1.32021665573,0.243200302124,0.66417580843
1.62004608453617E+018,1.62004608443487E+018,-1.32021689415,0.243199720979,0.66417568922
1.62004608463772E+018,1.62004608453636E+018,-1.32021737099,0.243199810386,0.66417568922
1.62004608474009E+018,1.62004608463797E+018,-1.32021689415,0.243200048804,0.66417580843
1.6200460848424E+018,1.62004608474065E+018,-1.32021641731,0.243200808764,0.664176166058
1.6200460849444E+018,1.62004608484279E+018,-1.32021641731,0.243201702833,0.664176225662
1.62004608504687E+018,1.62004608494478E+018,-1.32021617889,0.243201881647,0.664176285267
1.62004608514884E+018,1.62004608504699E+018,-1.32021582127,0.243201702833,0.664176523685
1.62004608525153E+018,1.62004608514955E+018,-1.32021558285,0.243201434612,0.66417658329
1.6200460853541E+018,1.62004608525202E+018,-1.32021570206,0.24320153892,0.664176464081
1.62004608545612E+018,1.6200460853543E+018,-1.32021534443,0.243202224374,0.664176464081
1.6200460855583E+018,1.6200460854565E+018,-1.32021534443,0.243201702833,0.664176523685
1.62004608566077E+018,1.62004608555862E+018,-1.32021546364,0.243202507496,0.664176464081
1.62004608576262E+018,1.62004608566086E+018,-1.32021510601,0.243202880025,0.664176523685
1.62004608586459E+018,1.62004608576302E+018,-1.32021510601,0.243203401566,0.664176404476
1.62004608596673E+018,1.62004608586488E+018,-1.32021510601,0.243203252554,0.664176344872
1.62004608606903E+018,1.6200460859675E+018,-1.32021510601,0.24320282042,0.664176464081
1.62004608617212E+018,1.62004608606931E+018,-1.32021510601,0.24320307374,0.66417658329
1.62004608627355E+018,1.62004608617162E+018,-1.32021510601,0.243202775717,0.664176642895
1.62004608637695E+018,1.62004608627427E+018,-1.32021486759,0.243204340339,0.664176642895
1.62004608647902E+018,1.62004608637705E+018,-1.32021474838,0.243204474449,0.664176642895
1.62004608658163E+018,1.62004608647982E+018,-1.3202149868,0.243203982711,0.66417658329
1.62004608668408E+018,1.620046086582E+018,-1.32021486759,0.243204817176,0.66417658329
1.62004608678629E+018,1.62004608668435E+018,-1.32021546364,0.243201836944,0.664176523685
1.62004608688907E+018,1.62004608678658E+018,-1.32019770145,0.242975965142,0.664183557034
1.62004608699056E+018,1.62004608688881E+018,-1.32018125057,0.242392987013,0.664191246033
1.62004608709258E+018,1.62004608699091E+018,-1.32034051418,0.242280304432,0.664160549641
1.62004608719474E+018,1.62004608709299E+018,-1.32067418098,0.242428839207,0.664116382599
1.62004608729686E+018,1.62004608719514E+018,-1.32095563412,0.242633506656,0.66410368681
1.62004608734918E+018,1.62004608729721E+018,-1.32116603851,0.242807373405,0.664133489132
1.62004608745175E+018,1.62004608734962E+018,-1.3212749958,0.242889717221,0.664151549339
1.62004608755439E+018,1.62004608745283E+018,-1.32144236565,0.243159919977,0.664190948009
1.62004608766283E+018,1.62004608755468E+018,-1.32163929939,0.24341674149,0.664235413074
1.62004608775865E+018,1.6200460876568E+018,-1.321808815,0.243641942739,0.664292633533
1.62004608786068E+018,1.62004608775893E+018,-1.32198929787,0.243861541152,0.66433429718
1.62004608796212E+018,1.620046087861E+018,-1.32220327854,0.244095206261,0.664372563362
1.62004608806402E+018,1.62004608796231E+018,-1.32239425182,0.244297072291,0.664407074451
1.62004608816617E+018,1.62004608806422E+018,-1.32261645794,0.244488224387,0.664434015751
1.62004608826765E+018,1.62004608816632E+018,-1.32283568382,0.244655445218,0.664461195469
1.62004608836905E+018,1.62004608826782E+018,-1.32305729389,0.244810953736,0.664488196373
1.6200460884204E+018,1.62004608836928E+018,-1.32328188419,0.244972661138,0.664512991905
1.6200460885218E+018,1.62004608842067E+018,-1.32339847088,0.245061203837,0.664526224136
1.62004608862371E+018,1.62004608852205E+018,-1.32360255718,0.245228901505,0.664554536343
1.62004608872519E+018,1.62004608862393E+018,-1.32381737232,0.245409041643,0.66459196806
1.62004608882756E+018,1.62004608872569E+018,-1.32401359081,0.245578512549,0.664622485638
1.62004608892975E+018,1.62004608882779E+018,-1.32425057888,0.245778277516,0.664655923843
1.62004608903183E+018,1.62004608892988E+018,-1.32446205616,0.245972082019,0.664684951305
1.62004608913355E+018,1.62004608903195E+018,-1.32466363907,0.24616792798,0.664712131023
1.62004608918593E+018,1.62004608913385E+018,-1.324878335,0.246377393603,0.664740681648
1.62004608928796E+018,1.62004608918608E+018,-1.32499682903,0.246489703655,0.664756476879
1.62004608939025E+018,1.62004608928848E+018,-1.32519936562,0.246687948704,0.664787352085
1.62004608949182E+018,1.62004608939057E+018,-1.32541441917,0.246881961823,0.664816200733
1.62004608959315E+018,1.62004608949196E+018,-1.32562327385,0.247059419751,0.664845764637
1.62004608969459E+018,1.62004608959331E+018,-1.32583856583,0.247250705957,0.664872527122
1.62004608979653E+018,1.62004608969473E+018,-1.32605278492,0.247451364994,0.664899647236
1.62004608989909E+018,1.62004608979681E+018,-1.32625365257,0.247657448053,0.664926171303
1.62004609000052E+018,1.62004608989878E+018,-1.32647824287,0.247886493802,0.664954841137
1.62004609010276E+018,1.6200460900008E+018,-1.3268481493,0.248263597488,0.665008306503
1.62004609015416E+018,1.62004609010295E+018,-1.32744050026,0.248817652464,0.665089547634
1.62004609025607E+018,1.6200460901545E+018,-1.32778215408,0.249114334583,0.665127635002
1.62004609035849E+018,1.62004609025637E+018,-1.32839381695,0.2496381253,0.665219128132
1.62004609046046E+018,1.62004609035923E+018,-1.32905626297,0.250204950571,0.665288209915
1.62004609056188E+018,1.62004609046077E+018,-1.32968497276,0.250795274973,0.665374994278
1.62004609066379E+018,1.6200460905621E+018,-1.3303232193,0.251338005066,0.665452957153
1.62004609076536E+018,1.62004609066411E+018,-1.33097672462,0.251932501793,0.665535390377
1.62004609086657E+018,1.6200460907655E+018,-1.33159244061,0.252493828535,0.665623545647
1.62004609096872E+018,1.62004609086684E+018,-1.33227133751,0.253076195717,0.665709912777
1.62004609107076E+018,1.62004609096888E+018,-1.33290243149,0.253617495298,0.66579079628
1.62004609117287E+018,1.62004609107111E+018,-1.33350920677,0.254158049822,0.665876567364
1.62004609127537E+018,1.62004609117319E+018,-1.33416771889,0.254756450653,0.665953576565
1.62004609137684E+018,1.62004609127566E+018,-1.33482682705,0.255373626947,0.666037499905
1.62004609147826E+018,1.62004609137704E+018,-1.33542764187,0.255944728851,0.66612380743
1.62004609158072E+018,1.62004609147846E+018,-1.33607947826,0.256488591433,0.666204094887
1.6200460916823E+018,1.62004609158045E+018,-1.33669149876,0.257029175758,0.666287660599
1.62004609178467E+018,1.62004609168271E+018,-1.33738923073,0.257640272379,0.666373252869
1.62004609188649E+018,1.62004609178491E+018,-1.33802735806,0.258224129677,0.666456699371
1.62004609198863E+018,1.62004609188669E+018,-1.33866834641,0.258804917336,0.666545629501
1.62004609209095E+018,1.6200460919888E+018,-1.3393124342,0.259393870831,0.666623473167
1.62004609219384E+018,1.6200460920913E+018,-1.33998310566,0.259983897209,0.666702330112
1.62004609224529E+018,1.62004609219347E+018,-1.34062433243,0.260542541742,0.666783928871
1.62004609234867E+018,1.62004609224582E+018,-1.34096634388,0.260843873024,0.666826307774
1.62004609245025E+018,1.62004609234838E+018,-1.34158778191,0.261383235455,0.666911423206
1.62004609255301E+018,1.62004609245099E+018,-1.34227049351,0.261955946684,0.666987359524
1.62004609265511E+018,1.62004609255324E+018,-1.34287023544,0.262551516294,0.667078495026
1.62004609275733E+018,1.62004609265545E+018,-1.34352266788,0.263136357069,0.667155921459
1.62004609285873E+018,1.62004609275751E+018,-1.34416997433,0.263745158911,0.667233526707
1.62004609296017E+018,1.62004609285894E+018,-1.34482812881,0.264316946268,0.667305827141
1.62004609306221E+018,1.62004609296048E+018,-1.34546720982,0.264870643616,0.667380511761
1.62004609316438E+018,1.62004609306267E+018,-1.34611368179,0.265420258045,0.667458832264
1.6200460932666E+018,1.62004609316471E+018,-1.3467502594,0.265984624624,0.667543947697
1.62004609336861E+018,1.62004609326679E+018,-1.34739863873,0.266572237015,0.667631745338
1.62004609347109E+018,1.62004609336898E+018,-1.34803915024,0.267147392035,0.667720139027
1.62004609357307E+018,1.62004609347122E+018,-1.34865808487,0.267730712891,0.667800843716
1.62004609367513E+018,1.62004609357336E+018,-1.34925162792,0.2682967484,0.667879581451
1.62004609377727E+018,1.62004609367551E+018,-1.34992086887,0.268889456987,0.66795784235
1.62004609388009E+018,1.62004609377756E+018,-1.35050964355,0.269345968962,0.668023526669
1.62004609398172E+018,1.62004609387978E+018,-1.35079133511,0.269502103329,0.668061852455
1.62004609408514E+018,1.62004609398263E+018,-1.35071527958,0.269485265017,0.668081998825
1.62004609418834E+018,1.62004609408644E+018,-1.35024666786,0.269451379776,0.668118953705
1.62004609428989E+018,1.62004609418864E+018,-1.3493270874,0.269428163767,0.668146371841
1.62004609439184E+018,1.62004609429006E+018,-1.34842538834,0.269417107105,0.668139457703
1.62004609449477E+018,1.62004609439222E+018,-1.34753227234,0.26939496398,0.668138444424
1.62004609459733E+018,1.62004609449547E+018,-1.34660816193,0.269367724657,0.668149828911
1.62004609469908E+018,1.62004609459752E+018,-1.34566223621,0.269351780415,0.668160676956
1.62004609480129E+018,1.62004609469934E+018,-1.34475839138,0.269344002008,0.668169558048
1.62004609490344E+018,1.62004609480154E+018,-1.34382450581,0.269318670034,0.668172359467
1.62004609500524E+018,1.62004609490353E+018,-1.3429248333,0.269283980131,0.668183147907
1.62004609510758E+018,1.62004609500556E+018,-1.34206235409,0.269262671471,0.668189585209
1.62004609520974E+018,1.62004609510782E+018,-1.34116482735,0.269239395857,0.668189466
1.62004609531227E+018,1.6200460952104E+018,-1.34026491642,0.269205570221,0.668183326721
1.62004609541545E+018,1.62004609531311E+018,-1.33937764168,0.269162714481,0.668185532093
1.62004609546739E+018,1.62004609541569E+018,-1.33841979504,0.269115000963,0.668194413185
1.6200460956196E+018,1.62004609546763E+018,-1.33793401718,0.269096046686,0.668196618557
1.6200460957216E+018,1.62004609561986E+018,-1.3366291523,0.26906773448,0.668203294277
1.62004609582367E+018,1.62004609572193E+018,-1.33570516109,0.269043058157,0.668221116066
1.62004609587582E+018,1.62004609582396E+018,-1.33478581905,0.269011199474,0.668234050274
1.62004609597793E+018,1.620046095876E+018,-1.33429050446,0.268992275,0.668239295483
1.62004609607999E+018,1.62004609597877E+018,-1.33337819576,0.268975615501,0.668251276016
1.62004609618179E+018,1.62004609608009E+018,-1.33247816563,0.268937885761,0.668260931969
1.62004609628398E+018,1.62004609618215E+018,-1.33160257339,0.268905818462,0.668276488781
1.6200460963864E+018,1.62004609628454E+018,-1.3306620121,0.268863171339,0.668279230595
1.62004609648931E+018,1.62004609638704E+018,-1.32970106602,0.268825680017,0.668289482594
1.62004609659173E+018,1.62004609649013E+018,-1.32880175114,0.268822342157,0.668292224407
1.62004609669317E+018,1.62004609659187E+018,-1.32789444923,0.26880967617,0.668300271034
1.62004609679445E+018,1.62004609669326E+018,-1.3270150423,0.268762528896,0.668307960033
1.62004609689587E+018,1.6200460967946E+018,-1.32611453533,0.268714398146,0.668313145638
1.6200460969476E+018,1.620046096896E+018,-1.32517850399,0.268673717976,0.668320894241
1.62004609704936E+018,1.62004609694786E+018,-1.32471776009,0.268661499023,0.668326318264
1.62004609715158E+018,1.62004609704965E+018,-1.32387149334,0.268632858992,0.668328464031
1.62004609725487E+018,1.62004609715198E+018,-1.32289946079,0.268598020077,0.668336391449
1.62004609736143E+018,1.6200460972554E+018,-1.32198297977,0.268558979034,0.668345630169
1.62004609746382E+018,1.62004609736186E+018,-1.32127094269,0.268528878689,0.668347001076
1.62004609756646E+018,1.62004609746408E+018,-1.32106494904,0.268497407436,0.668338894844
1.62004609766793E+018,1.62004609756614E+018,-1.32103788853,0.268478244543,0.668340444565
1.62004609777039E+018,1.62004609766829E+018,-1.32096648216,0.268368691206,0.6683396101
1.62004609787266E+018,1.62004609777091E+018,-1.32096540928,0.268213331699,0.668333768845
1.62004609797425E+018,1.620046097873E+018,-1.32116448879,0.268173545599,0.668303966522
1.62004609807581E+018,1.62004609797437E+018,-1.32179546356,0.268164128065,0.668260872364
1.62004609817794E+018,1.62004609807591E+018,-1.32274234295,0.268154352903,0.668256044388
1.62004609827969E+018,1.62004609817828E+018,-1.32363247871,0.268136620522,0.668267786503
1.62004609838182E+018,1.62004609827993E+018,-1.32449603081,0.268134772778,0.668284296989
1.62004609843384E+018,1.62004609838216E+018,-1.3254172802,0.268158227205,0.668284416199
1.62004609858591E+018,1.62004609843425E+018,-1.32591915131,0.268172651529,0.668276250362
1.62004609863742E+018,1.62004609858624E+018,-1.32725572586,0.268169760704,0.668260395527
1.6200460987888E+018,1.62004609863764E+018,-1.32775223255,0.268183529377,0.668250083923
1.62004609889043E+018,1.62004609878911E+018,-1.32904231548,0.268213570118,0.668235659599
1.62004609894179E+018,1.62004609889057E+018,-1.32998895645,0.268249928951,0.668226003647
1.62004609904358E+018,1.62004609894204E+018,-1.33046984673,0.268265992403,0.668220877647
1.62004609914558E+018,1.62004609904373E+018,-1.33134019375,0.268299520016,0.668217837811
1.62004609924758E+018,1.6200460991457E+018,-1.33219456673,0.268329113722,0.668208539486
1.62004609939914E+018,1.62004609924789E+018,-1.33312106133,0.268379926682,0.668199360371
1.62004609945147E+018,1.62004609939929E+018,-1.33453190327,0.268429547548,0.668188273907
1.62004609955348E+018,1.62004609945226E+018,-1.33501219749,0.268445521593,0.668185174465
1.62004609965677E+018,1.62004609955458E+018,-1.3358489275,0.268468946218,0.668175756931
1.62004609975874E+018,1.62004609965736E+018,-1.33683133125,0.268512398005,0.668175280094
1.62004609986036E+018,1.62004609975891E+018,-1.33770227432,0.268541246653,0.668159902096
1.62004609996217E+018,1.62004609986055E+018,-1.33867454529,0.268573045731,0.668145954609
1.62004610006372E+018,1.62004609996249E+018,-1.33959197998,0.26859036088,0.668132781982
1.62004610016564E+018,1.62004610006386E+018,-1.34044659138,0.268607139587,0.668136358261
1.62004610026776E+018,1.62004610016604E+018,-1.34136402607,0.268654823303,0.668129503727
1.62004610036986E+018,1.62004610026815E+018,-1.34229040146,0.268688231707,0.668115675449
1.62004610047212E+018,1.62004610037024E+018,-1.34315979481,0.268683791161,0.668116271496
1.62004610057436E+018,1.62004610047248E+018,-1.34406447411,0.268706589937,0.668101906776
1.62004610067662E+018,1.62004610057461E+018,-1.34499907494,0.268748641014,0.668091416359
1.62004610072834E+018,1.62004610067669E+018,-1.34593689442,0.268785506487,0.668081820011
1.6200461008304E+018,1.62004610072862E+018,-1.34637761116,0.268790274858,0.668078541756
1.62004610093244E+018,1.62004610083074E+018,-1.34732222557,0.268846571445,0.66806691885
1.62004610103462E+018,1.62004610093284E+018,-1.34822368622,0.268882781267,0.668054938316
1.62004610113679E+018,1.62004610103503E+018,-1.34911847115,0.268919676542,0.668037474155
1.62004610123913E+018,1.6200461011373E+018,-1.34997749329,0.268963456154,0.668032228947
1.62004610134137E+018,1.62004610123954E+018,-1.35068774223,0.26900601387,0.668028593063
1.62004610144285E+018,1.62004610134174E+018,-1.35079777241,0.269007891417,0.668035805225
1.62004610154502E+018,1.62004610144314E+018,-1.35080432892,0.268873900175,0.668040215969
1.62004610164642E+018,1.62004610154513E+018,-1.35080456734,0.268471121788,0.668052971363
1.62004610174898E+018,1.62004610164668E+018,-1.35074782372,0.268411010504,0.668060064316
1.62004610185078E+018,1.62004610174865E+018,-1.35059797764,0.268376678228,0.668069303036
1.62004610195268E+018,1.62004610185136E+018,-1.3498929739,0.268242150545,0.66808784008
1.62004610205463E+018,1.62004610195321E+018,-1.34911203384,0.268180400133,0.668091714382
1.62004610215728E+018,1.62004610205532E+018,-1.3481117487,0.268142402172,0.668101072311
1.62004610225925E+018,1.6200461021576E+018,-1.34722352028,0.268202751875,0.668099164963
1.62004610236196E+018,1.62004610225981E+018,-1.34628582001,0.268214672804,0.668104052544
1.62004610246491E+018,1.62004610236315E+018,-1.34535884857,0.268222481012,0.66811054945
1.62004610256718E+018,1.62004610246525E+018,-1.34445488453,0.268236249685,0.668110251427
1.62004610266923E+018,1.62004610256742E+018,-1.34351158142,0.268224537373,0.668127179146
1.62004610277082E+018,1.62004610266957E+018,-1.3425770998,0.26820114255,0.668142735958
1.62004610287251E+018,1.62004610277101E+018,-1.34169614315,0.268192738295,0.668143630028
1.62004610297405E+018,1.62004610287286E+018,-1.34079444408,0.268177509308,0.668144345284
1.62004610307535E+018,1.62004610297412E+018,-1.33991098404,0.268164753914,0.668154358864
